"entity_id","entity_name","entity_description","entity_type_hint","entity_confidence","entity_resolution_context","entity_flag","class_id","class_label","class_group","chunk_ids","node_properties"
"En_0d0f15b8","internet","Global digital network enabling rapid sharing and dissemination of urban legend stories.","Infrastructure","0.96","In the age of the internet and social media, stories can be shared and disseminated at lightning speed, reaching a global audience in a matter of seconds.","entity_raw","ClsC_404817bc","Digital Communication Channels","Story Dissemination & Transmission Mechanisms","[""Ch_000005""]","[]"
"En_5bc0672c","social media","Online platforms that allow users to rapidly share and spread stories worldwide.","Platform","0.96","In the age of the internet and social media, stories can be shared and disseminated at lightning speed, reaching a global audience in a matter of seconds.","entity_raw","ClsC_404817bc","Digital Communication Channels","Story Dissemination & Transmission Mechanisms","[""Ch_000005""]","[]"
"En_38008d9c","platforms and mediums","Various communication channels where stories are shared and reshared.","CommunicationChannel","0.88","This rapid transmission of information has led to the proliferation of urban legends in popular culture, as they are shared and reshared across various platforms and mediums.","entity_raw","ClsC_404817bc","Digital Communication Channels","Story Dissemination & Transmission Mechanisms","[""Ch_000006""]","[]"
"En_b9a071aa","advancements in technology and communication","Improvements in technological tools and communication channels that enable faster story sharing.","Enabler","0.94","The spread of urban legends has been greatly facilitated by advancements in technology and communication.","entity_raw","ClsC_1c5e0f15","Information Dissemination Enablers","Story Dissemination & Transmission Mechanisms","[""Ch_000005""]","[]"
"En_8e0b6567","oral storytelling","Practice of sharing tales verbally and passing them down between generations.","Process","0.9","These tales were often shared orally, passed down from one generation to the next, and evolved over time to suit the interests and fears of different cultures.","entity_raw","ClsC_00b9208e","Story Transmission Processes","Story Dissemination & Transmission Mechanisms","[""Ch_000002""]","[]"
"En_e6657ac6","intergenerational transmission of tales","Process of stories being passed from one generation to the next.","Process","0.86","These tales were often shared orally, passed down from one generation to the next, and evolved over time to suit the interests and fears of different cultures.","entity_raw","ClsC_00b9208e","Story Transmission Processes","Story Dissemination & Transmission Mechanisms","[""Ch_000002""]","[]"
"En_854fdfcb","evolution of tales over time","Gradual modification of stories to match changing interests and fears.","Process","0.88","These tales were often shared orally, passed down from one generation to the next, and evolved over time to suit the interests and fears of different cultures.","entity_raw","ClsC_00b9208e","Story Transmission Processes","Story Dissemination & Transmission Mechanisms","[""Ch_000002""]","[]"
"Can_3f1659ef","Hook Man (urban legend)","A famous urban legend about an escaped criminal with a hook for a hand, told worldwide in various narrative versions.","UrbanLegend","0.97","All three refer to the same underlying Hook Man urban legend, differing only in phrasing and emphasis on its variants.","entity_raw","ClsC_746fdaf8","Hook Man Urban Legend","UrbanLegend: Hook Man","[""Ch_000002"", ""Ch_000003""]","[]"
"Can_f4fcf4be","the Hook Man tale","The specific narrative instance of the Hook Man urban legend being described, including the events experienced by the young couple.","NarrativeInstance","0.86","""The tale"" and ""the story"" both refer to the same unfolding Hook Man urban legend narrative in this passage.","entity_raw","ClsC_746fdaf8","Hook Man Urban Legend","UrbanLegend: Hook Man","[""Ch_000003""]","[]"
"En_da5abfeb","car door","The door of the couple’s vehicle where the scratching sound is heard.","Component","0.9","the couple becomes increasingly terrified as they hear a scratching sound on the car door, only to discover a bloody hook hanging from the handle.","entity_raw","ClsC_5718aaa1","Vehicle Door Components (Urban Legend Scene)","Urban Legend Narrative Elements","[""Ch_000003""]","[]"
"En_2d4459a2","car door handle","The handle of the car door from which the bloody hook is hanging.","Component","0.88","they hear a scratching sound on the car door, only to discover a bloody hook hanging from the handle.","entity_raw","ClsC_5718aaa1","Vehicle Door Components (Urban Legend Scene)","Urban Legend Narrative Elements","[""Ch_000003""]","[]"
"En_22b9688a","scratching sound","An ominous noise heard on the car door that increases the couple’s terror in the Hook Man urban legend.","Sound","0.92","As the story unfolds, the couple becomes increasingly terrified as they hear a scratching sound on the car door, only to discover a bloody hook hanging from the handle.","entity_raw","ClsC_22d502a6","Urban Legend Threat Cues","Urban Legend Narrative Elements","[""Ch_000003""]","[]"
"En_b9ed6a82","bloody hook","A hook covered in blood found hanging from the car door handle.","Object","0.96","they hear a scratching sound on the car door, only to discover a bloody hook hanging from the handle.","entity_raw","ClsC_22d502a6","Urban Legend Threat Cues","Urban Legend Narrative Elements","[""Ch_000003""]","[]"
"En_70339306","trade","Exchange of goods between societies, facilitating cultural and story diffusion.","Process","0.83","As societies became more interconnected through trade and travel, urban legends began to spread across regions and continents, taking on new forms and variations.","entity_raw","ClsC_42426bfd","Story Dissemination Processes","Story Dissemination & Transmission Mechanisms","[""Ch_000002""]","[]"
"En_64d7435c","travel","Movement of people between places that helps spread stories and legends.","Process","0.83","As societies became more interconnected through trade and travel, urban legends began to spread across regions and continents, taking on new forms and variations.","entity_raw","ClsC_42426bfd","Story Dissemination Processes","Story Dissemination & Transmission Mechanisms","[""Ch_000002""]","[]"
"En_a7b73173","rapid transmission of information","Fast sharing and dissemination of information enabled by modern communication channels and technologies.","Process","0.93","This rapid transmission of information has led to the proliferation of urban legends in popular culture, as they are shared and reshared across various platforms and mediums.","entity_raw","ClsC_42426bfd","Story Dissemination Processes","Story Dissemination & Transmission Mechanisms","[""Ch_000006""]","[]"
"En_c60673e6","regions","Geographic areas across which urban legends spread.","Location","0.8","As societies became more interconnected through trade and travel, urban legends began to spread across regions and continents, taking on new forms and variations.","entity_raw","ClsC_301bf15f","Geographic Scales of Urban Legend Spread","Urban Legend Contexts (Social, Spatial, Temporal)","[""Ch_000002""]","[]"
"En_1db38548","continents","Large landmasses representing broad geographic spread of legends.","Location","0.8","As societies became more interconnected through trade and travel, urban legends began to spread across regions and continents, taking on new forms and variations.","entity_raw","ClsC_301bf15f","Geographic Scales of Urban Legend Spread","Urban Legend Contexts (Social, Spatial, Temporal)","[""Ch_000002""]","[]"
"En_42f781cf","the world","Global scope over which the Hook Man legend is told.","Location","0.8","One of the most famous urban legends is that of the ""Hook Man,"" a story that has been told in various forms around the world.","entity_raw","ClsC_301bf15f","Geographic Scales of Urban Legend Spread","Urban Legend Contexts (Social, Spatial, Temporal)","[""Ch_000002""]","[]"
"En_4f763ec7","strangers luring children with candy (urban legend)","A cautionary urban legend motif in which strangers attempt to lure or abduct children by offering them candy.","DamageMechanism","0.87","Stories of strangers luring children with candy, haunted houses with dark pasts, and cursed objects warn listeners about the dangers that lurk in the world around them.","entity_raw","ClsC_eb2d0071","Cautionary Urban Legend Motifs","Urban Legend Narrative Elements","[""Ch_000005""]","[]"
"En_328dac88","cursed objects","Objects believed to carry a curse that brings misfortune or harm to those who possess them.","Object","0.93","Stories of strangers luring children with candy, haunted houses with dark pasts, and cursed objects warn listeners about the dangers that lurk in the world around them.","entity_raw","ClsC_eb2d0071","Cautionary Urban Legend Motifs","Urban Legend Narrative Elements","[""Ch_000005""]","[]"
"En_13ec4f90","strangers","Unfamiliar adults depicted as potential threats to children in cautionary urban legends.","Actor","0.9","Stories of strangers luring children with candy, haunted houses with dark pasts, and cursed objects warn listeners about the dangers that lurk in the world around them.","entity_raw","ClsC_74f01e1e","Urban Legend Social Roles","Folklore & Urban Legends – Narrative Social Roles","[""Ch_000005""]","[]"
"En_f6f561c7","listeners","People who hear urban legends and receive their implied warnings about danger.","Actor","0.86","Stories of strangers luring children with candy, haunted houses with dark pasts, and cursed objects warn listeners about the dangers that lurk in the world around them.","entity_raw","ClsC_74f01e1e","Urban Legend Social Roles","Folklore & Urban Legends – Narrative Social Roles","[""Ch_000005""]","[]"
"En_b44cfbbc","fact","Verified or objective truth contrasted with fiction in stories.","Concept","0.85","The line between fact and fiction is often blurred in these tales, leaving listeners to ponder the truth behind the stories they hear.","entity_raw","ClsC_a2003591","Fact, Fiction, and Truth in Narratives","Narrative Truth, Sources, and Explanatory Roles","[""Ch_000006""]","[]"
"En_fdc0a794","fiction","Invented or imagined content that blends with fact in urban legends.","Concept","0.85","The line between fact and fiction is often blurred in these tales, leaving listeners to ponder the truth behind the stories they hear.","entity_raw","ClsC_a2003591","Fact, Fiction, and Truth in Narratives","Narrative Truth, Sources, and Explanatory Roles","[""Ch_000006""]","[]"
"En_98012256","truth behind the stories","Underlying reality or factual basis that listeners wonder about in stories.","Concept","0.88","The line between fact and fiction is often blurred in these tales, leaving listeners to ponder the truth behind the stories they hear.","entity_raw","ClsC_a2003591","Fact, Fiction, and Truth in Narratives","Narrative Truth, Sources, and Explanatory Roles","[""Ch_000006""]","[]"
"Can_c3377faf","fears and anxieties of society","Collective social worries, concerns, and emotional tensions that urban legends symbolically represent and reflect.","Concept","0.93","They have identical wording and highly similar descriptions referring to the same collective social concerns linked to urban legends.","entity_raw","ClsC_c32d2559","Collective Fears","Urban Legend Fear and Risk Themes","[""Ch_000004"", ""Ch_000007""]","[]"
"En_87a4348b","fear of the unknown","A core emotional theme underlying the Hook Man and similar urban legends.","PsychologicalState","0.95","While the specifics of the story may vary, the underlying fear of the unknown and the threat of danger remain constant in urban legends like the ""Hook Man.""","entity_raw","ClsC_c32d2559","Collective Fears","Urban Legend Fear and Risk Themes","[""Ch_000003""]","[]"
"En_36556057","fears to be faced","Challenges and frightening concerns that people confront, fueling interest in urban legends.","Concept","0.86","As long as there are mysteries to be solved and fears to be faced, urban legends will continue to thrive in the collective imagination of society.","entity_raw","ClsC_c32d2559","Collective Fears","Urban Legend Fear and Risk Themes","[""Ch_000007""]","[]"
"Can_42313147","supernatural","Phenomena or entities believed to exist beyond or outside the laws of nature and normal scientific understanding, often featured in urban legends.","Concept","0.97","Both refer to the same general concept (the supernatural), differing only by the presence of the definite article and minor wording in the description.","entity_raw","ClsC_233d5618","Supernatural & Paranormal (General Concepts)","Supernatural & Paranormal (Concepts and Manifestations)","[""Ch_000002"", ""Ch_000004"", ""Ch_000007""]","[]"
