"entity_id","entity_name","entity_description","entity_type_hint","entity_confidence","entity_resolution_context","entity_flag","class_id","class_label","class_group","chunk_ids","node_properties"
"Can_8e334a26","confidence","A positive psychological and emotional state of self-assurance that is frequently inferred from upright, open body postures and is often communicated nonverbally, especially in professional and social contexts.","EmotionState","0.9","Both mentions refer to the same emotional/psychological concept of self-assured confidence expressed via body language, differing only in contextual framing.","entity_raw","ClsC_2c864224","Confidence-Related States","Nonverbal Communication & Inferred States","[""Ch_000003"", ""Ch_000005""]","[]"
"En_8072308e","assertiveness","A behavioral trait of self-assuredness and firmness, often linked to strong upright posture.","BehaviorTrait","0.9","Standing up straight with shoulders back is often associated with confidence and assertiveness, while slouching may suggest insecurity or disinterest.","entity_raw","ClsC_2c864224","Confidence-Related States","Nonverbal Communication & Inferred States","[""Ch_000003""]","[]"
"En_d9bc319a","insecurity","A state of self-doubt or lack of confidence that can be suggested by slouched posture.","EmotionState","0.9","Standing up straight with shoulders back is often associated with confidence and assertiveness, while slouching may suggest insecurity or disinterest.","entity_raw","ClsC_2c864224","Confidence-Related States","Nonverbal Communication & Inferred States","[""Ch_000003""]","[]"
"Can_75443e03","relationships","Ongoing social or emotional relationships between individuals that can be influenced or shaped by body language.","SocialConstruct","0.95","All three refer to the same plural concept 'relationships' as ongoing social/emotional ties affected by body language; type hints differ only slightly in granularity.","entity_raw","ClsC_b137a7da","Interpersonal Bond States","Interpersonal Relationship and Closeness States","[""Ch_000001"", ""Ch_000006"", ""Ch_000007""]","[]"
"Can_ecfde6d3","rapport","A harmonious, mutually attentive state of social connection and understanding between individuals, often supported by body language such as mirroring, smiling, and nodding.","SocialState","0.9","All three are the same term 'rapport' in identical body-language contexts, described as a harmonious, attentive social state.","entity_raw","ClsC_b137a7da","Interpersonal Bond States","Interpersonal Relationship and Closeness States","[""Ch_000003"", ""Ch_000005"", ""Ch_000007""]","[]"
"Can_b544fbfe","connections","Interpersonal social bonds or links between people that can be built and strengthened through body language.","SocialState","0.88","Both use the plural term 'connections' to denote interpersonal bonds enhanced by body language in similar social contexts.","entity_raw","ClsC_b137a7da","Interpersonal Bond States","Interpersonal Relationship and Closeness States","[""Ch_000005"", ""Ch_000007""]","[]"
"En_e79d0cc7","sense of connection","A subjective feeling of interpersonal closeness created through nonverbal alignment like posture mirroring.","SocialState","0.9","Additionally, mirroring another person's posture can help to establish rapport and create a sense of connection between individuals.","entity_raw","ClsC_b137a7da","Interpersonal Bond States","Interpersonal Relationship and Closeness States","[""Ch_000003""]","[]"
"En_381a55aa","connecting with others","The act of forming or enhancing social bonds with other people.","SocialProcess","0.9","By becoming more attuned to the signals that they are sending and receiving through body language, individuals can improve their ability to connect with others, resolve conflicts, and build stronger relationships.","entity_raw","ClsC_a7cc4581","Interpersonal Improvement Processes","Interpersonal Relationships & Social Interaction","[""Ch_000006""]","[]"
"En_3ad4768c","conflict resolution","The process of addressing and settling disagreements between individuals.","Process","0.88","By becoming more attuned to the signals that they are sending and receiving through body language, individuals can improve their ability to connect with others, resolve conflicts, and build stronger relationships.","entity_raw","ClsC_a7cc4581","Interpersonal Improvement Processes","Interpersonal Relationships & Social Interaction","[""Ch_000006""]","[]"
"En_a3708a71","mirroring another person's posture","The act of copying someone else's body position to build rapport and connection.","InteractionBehavior","0.96","Additionally, mirroring another person's posture can help to establish rapport and create a sense of connection between individuals.","entity_raw","ClsC_4b0ef33c","Nonverbal Engagement Cues","Nonverbal Communication & Body Language","[""Ch_000003""]","[]"
"En_e8ed1852","leaning in during conversations","Body movement toward another person while talking, showing interest and engagement.","PhysicalBehavior","0.94","In social settings, body language can help to establish rapport and build connections with others, such as through smiling, nodding, and leaning in during conversations.","entity_raw","ClsC_4b0ef33c","Nonverbal Engagement Cues","Nonverbal Communication & Body Language","[""Ch_000005""]","[]"
"En_90b47c71","stronger relationships","More resilient and positive interpersonal connections between people.","Outcome","0.88","By becoming more attuned to the signals that they are sending and receiving through body language, individuals can improve their ability to connect with others, resolve conflicts, and build stronger relationships.","entity_raw","ClsC_d5ae52f4","Positive Social Outcomes","Interpersonal Relationships & Social Interaction","[""Ch_000006""]","[]"
"En_b2e2f279","meaningful interactions","Social exchanges that carry depth, relevance, or significance between people.","SocialProcess","0.86","Ultimately, mastering the art of body language can lead to more meaningful and fulfilling interactions with others.","entity_raw","ClsC_d5ae52f4","Positive Social Outcomes","Interpersonal Relationships & Social Interaction","[""Ch_000007""]","[]"
"En_50184402","fulfilling interactions","Social exchanges that provide satisfaction or a sense of fulfillment to participants.","SocialProcess","0.86","Ultimately, mastering the art of body language can lead to more meaningful and fulfilling interactions with others.","entity_raw","ClsC_d5ae52f4","Positive Social Outcomes","Interpersonal Relationships & Social Interaction","[""Ch_000007""]","[]"
"En_cdc98708","touching","Physical contact used as a romantic or intimate nonverbal signal.","PhysicalBehavior","0.95","Additionally, romantic body language, such as touching, gazing, and mirroring gestures, can signal attraction and intimacy between individuals.","entity_raw","ClsC_c64c0420","Romantic Nonverbal Behaviors","Nonverbal Communication & Body Language","[""Ch_000005""]","[]"
"En_67988586","gazing","Sustained looking at another person, often signaling romantic interest or attention.","PhysicalBehavior","0.95","Additionally, romantic body language, such as touching, gazing, and mirroring gestures, can signal attraction and intimacy between individuals.","entity_raw","ClsC_c64c0420","Romantic Nonverbal Behaviors","Nonverbal Communication & Body Language","[""Ch_000005""]","[]"
"En_b996bc5d","mirroring gestures","Imitating another person's movements as a nonverbal indicator of connection or attraction.","PhysicalBehavior","0.93","Additionally, romantic body language, such as touching, gazing, and mirroring gestures, can signal attraction and intimacy between individuals.","entity_raw","ClsC_c64c0420","Romantic Nonverbal Behaviors","Nonverbal Communication & Body Language","[""Ch_000005""]","[]"
"En_6bce59b7","attraction","Romantic or physical interest communicated by specific romantic body language behaviors.","EmotionState","0.92","Additionally, romantic body language, such as touching, gazing, and mirroring gestures, can signal attraction and intimacy between individuals.","entity_raw","ClsC_70ece382","Romantic Relational States","Interpersonal Relationship and Closeness States","[""Ch_000005""]","[]"
"En_453af4c7","intimacy","Close personal or romantic closeness indicated by romantic body language.","SocialState","0.92","Additionally, romantic body language, such as touching, gazing, and mirroring gestures, can signal attraction and intimacy between individuals.","entity_raw","ClsC_70ece382","Romantic Relational States","Interpersonal Relationship and Closeness States","[""Ch_000005""]","[]"
"En_56d38204","happiness","Positive emotional state that is often communicated nonverbally through a smile.","Emotion","0.94","For example, a smile is often associated with happiness or friendliness, while a furrowed brow may indicate confusion or concern.","entity_raw","ClsC_753beb9e","Positive Affective States","Nonverbal Communication & Inferred States","[""Ch_000002""]","[]"
"En_2bcb1ee5","friendliness","Warm, approachable emotional or attitudinal state commonly signaled by smiling.","Emotion","0.9","For example, a smile is often associated with happiness or friendliness, while a furrowed brow may indicate confusion or concern.","entity_raw","ClsC_753beb9e","Positive Affective States","Nonverbal Communication & Inferred States","[""Ch_000002""]","[]"
"En_99fc86dc","confusion","Cognitive-emotional state of not understanding, sometimes indicated by a furrowed brow.","Emotion","0.9","For example, a smile is often associated with happiness or friendliness, while a furrowed brow may indicate confusion or concern.","entity_raw","ClsC_fb13d218","Negative Affective States","Nonverbal Communication & Inferred States","[""Ch_000002""]","[]"
"En_b2abc280","concern","Emotional state of worry or care that can be indicated by a furrowed brow.","Emotion","0.88","For example, a smile is often associated with happiness or friendliness, while a furrowed brow may indicate confusion or concern.","entity_raw","ClsC_fb13d218","Negative Affective States","Nonverbal Communication & Inferred States","[""Ch_000002""]","[]"
"En_c34c9b5f","subtle cues","Small, often barely noticeable nonverbal signals that reveal others’ emotional states.","Phenomenon","0.86","By paying attention to these subtle cues, individuals can gain insight into the emotions of those around them and adjust their own behavior accordingly.","entity_raw","ClsC_26bb6e38","Nonverbal Social Perception","Nonverbal Communication & Inferred States","[""Ch_000002""]","[]"
"En_65a02dae","understanding of those around them","Individual’s comprehension of other people’s states and intentions, deepened by observing body language cues.","CognitiveState","0.9","By paying attention to the subtle cues of facial expressions, gestures, and posture, individuals can enhance their communication skills and deepen their understanding of those around them.","entity_raw","ClsC_26bb6e38","Nonverbal Social Perception","Nonverbal Communication & Inferred States","[""Ch_000007""]","[]"
