"relation_id","start_id","end_id","raw_relation_name","canonical_rel_name","canonical_rel_desc","rel_cls","rel_cls_group","rel_hint_type","confidence","resolution_context","justification","remark","evidence_excerpt","chunk_id","qualifiers","rel_desc"
"RelR_d4989ab17467","Can_2b99579c","Can_5c6c0c6f","is_form_of","is_subtype_of","Indicates that the subject is a more specific type or modality within the broader class represented by the object.","hierarchy_relation","IDENTITY","classification","0.98","Maps body language as a subtype/form of communication.","The text explicitly states that body language is a powerful form of communication.","","Body language is a powerful form of communication that individuals use on a daily basis, often without even realizing it.","Ch_000001","{
 ""TemporalQualifier"": ""on a daily basis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""UsageFrequency: routine everyday use; ConsciousAwareness: often without realizing it""
}","Body language is described as a powerful form of communication."
"RelR_9838f85866e7","En_37d19b39","Can_2b99579c","involves","involves_participant","An interaction, activity, or usage event includes the referenced entity (person, group, behavior, or medium) as a participant or constitutive element.","event_participant_relation","PARTICIPATION","participation","0.9","Daily use is an activity/event that includes body language as its core behavior.","The chunk notes individuals use body language on a daily basis, defining the daily use concept.","","that individuals use on a daily basis, often without even realizing it.","Ch_000001","{
 ""TemporalQualifier"": ""on a daily basis"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""often without even realizing it"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ConsciousAwareness: typically unconscious or automatic""
}","Daily use of body language involves body language as the behavior being used routinely."
"RelR_fcb290d1d3e3","Can_a9790427","Can_2b99579c","is_part_of","is_subtype_of","Indicates that the subject is a more specific subtype, category, or form within the broader category represented by the object.","taxonomic_hierarchy_relation","IDENTITY","part-whole","0.98","List structure indicates these are elements of body language.","The phrase ""From facial expressions to gestures and posture"" introduces these as constituents of body language.","","From facial expressions to gestures and posture, body language can convey a wide range of emotions","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""on the face"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""CategoryRole: subtype of body language""
}","Facial expressions are presented as a component or type of body language."
"RelR_48852a4b2e3c","Can_927f3c55","Can_2b99579c","is_part_of","is_subtype_of","Indicates that the subject is a more specific subtype, category, or form within the broader category represented by the object.","taxonomic_hierarchy_relation","IDENTITY","part-whole","0.98","Gestures appear in a list of elements that constitute body language.","Gestures are included alongside facial expressions and posture as elements of body language.","","From facial expressions to gestures and posture, body language can convey","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""hands, arms, body"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""CategoryRole: subtype of body language""
}","Gestures are presented as components or types of body language."
"RelR_25e8448cb852","Can_93c37359","Can_2b99579c","is_part_of","is_subtype_of","Indicates that the subject is a more specific subtype, category, or form within the broader category represented by the object.","taxonomic_hierarchy_relation","IDENTITY","part-whole","0.98","Posture appears as one item in a list of body language elements.","Posture is listed with facial expressions and gestures as part of body language.","","facial expressions to gestures and posture, body language can convey","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""overall body alignment"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""CategoryRole: subtype of body language""
}","Posture is presented as a component or type of body language."
"RelR_9ddbd6dc7a90","En_d5275999","Can_2b99579c","categorizes","is_classification_scheme_for","Indicates that the subject is a set of types or a classification scheme specifically used to categorize instances or subtypes of the object concept.","classification_scheme_relation","HIERARCHY","classification","0.9","Types are conceptual categories of the more general body language construct.","The essay will explore different types of body language, implying these are categories of body language.","","the different types of body language that exist","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""that exist"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Scope: conceptual taxonomy of body language forms""
}","The types of body language represent a categorization scheme applied to body language."
"RelR_a2f0b0d9e87d","Can_2b99579c","Can_d78a1be1","conveys","conveys_content","Indicates that a communicative behavior or channel carries or expresses a particular type of informational content (e.g., emotions, intentions, messages).","communication_content_relation","COMMUNICATION","communication","0.99","Direction chosen as body language → emotions (expressed content).","The phrase explicitly states body language can convey a wide range of emotions.","","body language can convey a wide range of emotions","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""can"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ContentScope: wide range of emotional states""
}","Body language is said to convey a wide range of emotions."
"RelR_7ad218eab9fe","Can_2b99579c","Can_98ab8766","conveys","conveys_content","Indicates that a communicative behavior or channel carries or expresses a particular type of informational content (e.g., emotions, intentions, messages).","communication_content_relation","COMMUNICATION","communication","0.99","Direction chosen as body language → intentions (expressed or inferred intent).","The phrase states that body language can convey intentions.","","body language can convey a wide range of emotions and intentions.","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""can"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ContentScope: underlying plans or purposes""
}","Body language is said to convey intentions."
"RelR_e32dbdf63648","En_5048357d","Can_d78a1be1","targets","conveys_content","Indicates that a communicative behavior or channel carries or expresses a particular type of informational content (e.g., emotions, intentions, messages).","communication_content_relation","COMMUNICATION","communication","0.9","Use-of behavior is directed toward expressing emotions.","The text: ""One of the most common ways that people use body language is to convey their emotions.""","","One of the most common ways that people use body language is to convey their emotions.","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": ""common usage pattern"",
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""one of the most common ways"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""UsageFrequency: very frequent communicative function""
}","The use of body language to convey emotions specifically targets emotional states as what is expressed."
"RelR_674d48e01608","En_5048357d","Can_2b99579c","involves","involves_participant","An interaction, activity, or usage event includes the referenced entity (person, group, behavior, or medium) as a participant or constitutive element.","event_participant_relation","PARTICIPATION","participation","0.86","Modeled as an activity (use to convey emotions) that involves body language.","The phrase ""people use body language ... to convey their emotions"" defines this specific usage.","Relation mainly to anchor qualifiers about emotional expression usage.","people use body language is to convey their emotions.","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": ""common communicative practice"",
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""one of the most common ways"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Function: emotional expression""
}","The practice of using body language to convey emotions relies on body language behaviors."
"RelR_3c1c63eed37b","Can_2b99579c","Can_9254128d","impacts","influences","Indicates that the subject exerts a causal influence on how the object develops, unfolds, or is shaped, without implying strict determinism.","social_outcome_influence_relation","CAUSALITY","influence","0.97","Direction body language → social interactions (influencing them).","The essay will explore the impact that body language can have on social interactions.","","the impact that body language can have on social interactions","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""in social contexts"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""can have"",
 ""CausalHint"": ""impact"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""EffectScope: interaction dynamics and outcomes""
}","Body language is described as having an impact on social interactions."
"RelR_f8a505e0ba25","Can_2b99579c","Can_75443e03","impacts","influences","Indicates that the subject exerts a causal influence on how the object develops, unfolds, or is shaped, without implying strict determinism.","social_outcome_influence_relation","CAUSALITY","influence","0.95","Body language is treated as a factor influencing relationship quality.","The phrase includes ""and relationships"" as objects of the impact of body language.","","the impact that body language can have on social interactions and relationships.","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""between individuals"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""can have"",
 ""CausalHint"": ""impact"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""EffectScope: ongoing social or emotional bonds""
}","Body language is described as affecting interpersonal relationships."
"RelR_ea0ac459038e","En_67f37ae6","Can_2b99579c","provides_context_for","provides_context_for","The subject represents a social or situational context within which the object behavior or process occurs or is expressed.","communication_context_relation","CONTEXTUALITY","context","0.9","Situations are external contexts surrounding the use of body language.","The essay will explore how people use body language in various situations.","","explore how people use body language in various situations","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""different social or situational settings"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""various"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ContextScope: diverse interaction scenarios""
}","Various situations are described as contexts in which body language is used."
"RelR_e16fcd0008c6","En_2f419eca","Can_2b99579c","addresses","is_about","Indicates that a document or discourse is about, discusses, or focuses on a given topic or subject.","document_subject_relation","ABOUTNESS","aboutness","0.98","Essay subject is body language in general.","The text calls it ""This essay"" and describes exploring works around body language.","","This essay will explore how people use body language","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""will explore"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Genre: explanatory essay""
}","The essay on body language focuses on body language as its main topic."
"RelR_436182babbe8","En_2f419eca","En_67f37ae6","addresses","is_about","Indicates that a document or discourse is about, discusses, or focuses on a given topic or subject.","document_subject_relation","ABOUTNESS","aboutness","0.93","Various situations are a key dimension in the essay's discussion.","The essay is said to explore how people use body language in various situations.","","This essay will explore how people use body language in various situations","Ch_000001","{
 ""TemporalQualifier"": ""future discussion in the essay"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""will"",
 ""CausalHint"": ""will explore"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Scope: contextual diversity of use""
}","The essay will discuss the use of body language across various situations."
"RelR_73c6366941df","En_2f419eca","En_d5275999","addresses","is_about","Indicates that a document or discourse is about, discusses, or focuses on a given topic or subject.","document_subject_relation","ABOUTNESS","aboutness","0.97","Types of body language are a stated section of the essay.","The essay will explore the different types of body language that exist.","","the different types of body language that exist","Ch_000001","{
 ""TemporalQualifier"": ""future discussion in the essay"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""will"",
 ""CausalHint"": ""will explore"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Scope: taxonomy and categorization""
}","The essay will cover the different types of body language."
