"relation_id","start_id","end_id","raw_relation_name","canonical_rel_name","canonical_rel_desc","rel_cls","rel_cls_group","rel_hint_type","confidence","resolution_context","justification","remark","evidence_excerpt","chunk_id","qualifiers","rel_desc"
"RelR_ad78ea36b674","Can_4510a053","En_33ab1300","influences","influences","The subject exerts a causal or formative influence on the historical trajectory, development, or interpretation of the object (e.g., shaping events, periods, or narratives).","historical_influence_relation","CAUSALITY","impact","0.95","Protests mentioned at the start refer to public demonstrations (taking to the streets).","The text states that protests have played a significant role in shaping the course of history.","","Protests and revolutions have played a significant role in shaping the course of history","Ch_000001","{
 ""TemporalQualifier"": ""from ancient times to the present day"",
 ""SpatialQualifier"": ""in societies around the world"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""serving as powerful catalysts for change and transformation"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Public protest demonstrations are described as significantly shaping the course of history."
"RelR_dc0b5970eee1","Can_5aea2ac4","En_33ab1300","influences","influences","The subject exerts a causal or formative influence on the historical trajectory, development, or interpretation of the object (e.g., shaping events, periods, or narratives).","historical_influence_relation","CAUSALITY","impact","0.95","Subject is the coordinated phrase 'Protests and revolutions'.","The sentence attributes the shaping of the course of history to both protests and revolutions.","","Protests and revolutions have played a significant role in shaping the course of history","Ch_000001","{
 ""TemporalQualifier"": ""from ancient times to the present day"",
 ""SpatialQualifier"": ""in societies around the world"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""serving as powerful catalysts for change and transformation"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Revolutions are also said to play a significant role in shaping history."
"RelR_fb7f15d1c908","Can_4510a053","Can_a6b8db34","drives","drives_sociopolitical_change","The subject (typically a form of collective action, upheaval, or movement) drives or brings about sociopolitical change in the object society or political system.","sociopolitical_change_causation","CAUSALITY","causal","0.93","Change/ transformation in societies is interpreted as social and political change.","Protests are described as powerful catalysts for change and transformation in societies.","","serving as powerful catalysts for change and transformation in societies around the world","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""in societies around the world"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""catalysts for change and transformation"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Public protest demonstrations act as catalysts driving social and political change."
"RelR_1971209344b2","Can_5aea2ac4","Can_a6b8db34","drives","drives_sociopolitical_change","The subject (typically a form of collective action, upheaval, or movement) drives or brings about sociopolitical change in the object society or political system.","sociopolitical_change_causation","CAUSALITY","causal","0.93","Same coordinated subject as protests; both are catalysts.","The phrase applies to 'Protests and revolutions' jointly as catalysts for change.","","Protests and revolutions have played a significant role… serving as powerful catalysts for change and transformation","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""in societies around the world"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""catalysts for change and transformation"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Revolutions are also depicted as catalysts driving social and political change."
"RelR_6131678e67af","Can_a6b8db34","En_8f233cbb","occurs_in","occurs_in","Links an event, process, or movement to the geographic, political, or societal context in which it takes place.","event_or_process_location_relation","SPATIALITY","location","0.9","Change and transformation are explicitly located 'in societies'.","The wording places the change and transformation in societies.","","change and transformation in societies around the world","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""in societies around the world"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Social and political change is said to occur within societies."
"RelR_511bd7423a36","Can_4510a053","En_8f233cbb","affects","influences","The subject has a significant causal or transformative impact on the state, development, or trajectory of the object (e.g., shaping history, societies, political landscapes, or specific actors).","sociopolitical_impact_relation","CAUSALITY","impact","0.86","Protests are said to transform societies around the world.","Protests are linked to change and transformation in societies around the world.","","change and transformation in societies around the world","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""around the world"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""transforming societies"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Public protest demonstrations affect societies worldwide."
"RelR_8eccb0f68183","Can_5aea2ac4","En_8f233cbb","affects","influences","The subject has a significant causal or transformative impact on the state, development, or trajectory of the object (e.g., shaping history, societies, political landscapes, or specific actors).","sociopolitical_impact_relation","CAUSALITY","impact","0.86","Same phrase applies to revolutions together with protests.","Revolutions are part of the catalysts for transformation in societies around the world.","","change and transformation in societies around the world","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""around the world"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""transforming societies"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Revolutions are portrayed as transforming societies worldwide."
"RelR_d84036948186","Can_4510a053","Can_5bd1db2a","occurs_during","occurs_in_time_period","Indicates that an event or type of event occurs within a specified historical time period.","event_temporal_scope_relation","TEMPORALITY","temporal","0.83","The phrase refers generally to people taking to the streets across history.","From ancient times, people have taken to the streets, i.e., engaged in protests.","","From ancient times to the present day, people have taken to the streets","Ch_000001","{
 ""TemporalQualifier"": ""from ancient times"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""From"",
 ""OtherQualifier"": null
}","Public protest demonstrations are said to have occurred since ancient times."
"RelR_4e748f95590a","Can_4510a053","Can_1f8d4136","occurs_during","occurs_in_time_period","Indicates that an event or type of event occurs within a specified historical time period.","event_temporal_scope_relation","TEMPORALITY","temporal","0.83","Continuity from ancient times up to the present for public demonstrations.","The same clause extends from ancient times to the present day.","","From ancient times to the present day, people have taken to the streets","Ch_000001","{
 ""TemporalQualifier"": ""to the present day"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""to"",
 ""OtherQualifier"": null
}","Public protest demonstrations continue to occur in the present day."
"RelR_99e26e8b1e0a","En_db64f553","Can_5bd1db2a","occurs_during","occurs_in_time_period","Indicates that an event or type of event occurs within a specified historical time period.","event_temporal_scope_relation","TEMPORALITY","temporal","0.8","Strikes are one of the actions listed across the timespan.","People have organized strikes from ancient times to the present day.","","people have taken to the streets, organized strikes, and waged revolutions","Ch_000001","{
 ""TemporalQualifier"": ""from ancient times"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": ""From"",
 ""OtherQualifier"": null
}","Strikes are presented as a tactic used since ancient times."
