"entity_id","entity_name","entity_description","entity_type_hint","entity_confidence","entity_resolution_context","entity_flag","class_id","class_label","class_group","chunk_ids","node_properties"
"En_0d6dd098","Bolsheviks","Revolutionary socialist faction that led the 1917 Russian Revolution.","PoliticalOrganization","0.97","The Russian Revolution of 1917, led by the Bolsheviks under Vladimir Lenin, brought an end to the Romanov dynasty and established the world's first communist state.","entity_raw","ClsC_dea504c8","Russian Revolution of 1917 Context & Actors","Modern Political Revolutions","[""Ch_000003""]","[]"
"En_53bdc790","Vladimir Lenin","Leader of the Bolsheviks who headed the Russian Revolution of 1917.","Person","0.99","The Russian Revolution of 1917, led by the Bolsheviks under Vladimir Lenin, brought an end to the Romanov dynasty and established the world's first communist state.","entity_raw","ClsC_dea504c8","Russian Revolution of 1917 Context & Actors","Modern Political Revolutions","[""Ch_000003""]","[]"
"En_e565e078","Romanov dynasty","Russian ruling royal family ended by the 1917 revolution.","Dynasty","0.98","The Russian Revolution of 1917, led by the Bolsheviks under Vladimir Lenin, brought an end to the Romanov dynasty and established the world's first communist state.","entity_raw","ClsC_dea504c8","Russian Revolution of 1917 Context & Actors","Modern Political Revolutions","[""Ch_000003""]","[]"
"En_b8629934","world's first communist state","The initial state-level implementation of a communist political system created after the Russian Revolution.","State","0.93","The Russian Revolution of 1917, led by the Bolsheviks under Vladimir Lenin, brought an end to the Romanov dynasty and established the world's first communist state.","entity_raw","ClsC_dea504c8","Russian Revolution of 1917 Context & Actors","Modern Political Revolutions","[""Ch_000003""]","[]"
"En_ee183bc6","overthrow of long-standing dictators","Removal from power of established authoritarian rulers during the Arab Spring.","EventType","0.9","The Arab Spring, which began in 2010 with protests in Tunisia and spread across the Middle East and North Africa, led to the overthrow of long-standing dictators and sparked hopes for democratic change in the region.","entity_raw","ClsC_4527565e","Arab Spring Political Transformations","Arab Spring and Its Context","[""Ch_000004""]","[]"
"En_705d4c34","democratic change","Transition toward more democratic political systems hoped for during the Arab Spring.","AbstractConcept","0.93","The Arab Spring, which began in 2010 with protests in Tunisia and spread across the Middle East and North Africa, led to the overthrow of long-standing dictators and sparked hopes for democratic change in the region.","entity_raw","ClsC_4527565e","Arab Spring Political Transformations","Arab Spring and Its Context","[""Ch_000004""]","[]"
"En_e87f63fc","Arab Spring","Series of uprisings and protests across the Arab world beginning in 2010.","Movement","0.99","The Arab Spring, which began in 2010 with protests in Tunisia and spread across the Middle East and North Africa, led to the overthrow of long-standing dictators and sparked hopes for democratic change in the region.","entity_raw","ClsC_57853a3c","Arab Spring Core Events","Arab Spring and Its Context","[""Ch_000004""]","[]"
"En_db10d737","protests in Tunisia","Initial demonstrations in Tunisia that triggered the broader Arab Spring movement.","Event","0.95","The Arab Spring, which began in 2010 with protests in Tunisia and spread across the Middle East and North Africa, led to the overthrow of long-standing dictators and sparked hopes for democratic change in the region.","entity_raw","ClsC_57853a3c","Arab Spring Core Events","Arab Spring and Its Context","[""Ch_000004""]","[]"
"En_7ae723f4","Tunisia","North African country where the Arab Spring protests first began.","Location","0.99","The Arab Spring, which began in 2010 with protests in Tunisia and spread across the Middle East and North Africa, led to the overthrow of long-standing dictators and sparked hopes for democratic change in the region.","entity_raw","ClsC_cd08b325","Arab Spring Regions","Arab Spring and Its Context","[""Ch_000004""]","[]"
"En_473b7406","Middle East","Region across which the Arab Spring protests and uprisings spread.","Location","0.99","The Arab Spring, which began in 2010 with protests in Tunisia and spread across the Middle East and North Africa, led to the overthrow of long-standing dictators and sparked hopes for democratic change in the region.","entity_raw","ClsC_cd08b325","Arab Spring Regions","Arab Spring and Its Context","[""Ch_000004""]","[]"
"En_07bdfc8f","North Africa","African region affected by the spread of Arab Spring protests and revolutions.","Location","0.99","The Arab Spring, which began in 2010 with protests in Tunisia and spread across the Middle East and North Africa, led to the overthrow of long-standing dictators and sparked hopes for democratic change in the region.","entity_raw","ClsC_cd08b325","Arab Spring Regions","Arab Spring and Its Context","[""Ch_000004""]","[]"
"En_7feb3439","Middle East and North Africa (MENA)","Combined geographic region encompassing both the Middle East and North Africa, as affected by the Arab Spring.","Location","0.8","The Arab Spring, which began in 2010 with protests in Tunisia and spread across the Middle East and North Africa, led to the overthrow of long-standing dictators and sparked hopes for democratic change in the region.","entity_raw","ClsC_cd08b325","Arab Spring Regions","Arab Spring and Its Context","[""Ch_000004""]","[]"
"En_3fd66e0f","Martin Luther King Jr.","American civil rights leader who helped lead the U.S. civil rights movement.","Person","0.99","The civil rights movement in the United States, led by figures such as Martin Luther King Jr. and Rosa Parks, challenged racial segregation and discrimination.","entity_raw","ClsC_91863748","US Civil Rights Leaders","US Civil Rights Movement & Era","[""Ch_000004""]","[]"
"En_925d5f55","Rosa Parks","American civil rights activist noted as a leader in the U.S. civil rights movement.","Person","0.99","The civil rights movement in the United States, led by figures such as Martin Luther King Jr. and Rosa Parks, challenged racial segregation and discrimination.","entity_raw","ClsC_91863748","US Civil Rights Leaders","US Civil Rights Movement & Era","[""Ch_000004""]","[]"
"En_81869e4e","racial segregation","System of separating people based on race, targeted by the U.S. civil rights movement.","Condition","0.96","The civil rights movement in the United States, led by figures such as Martin Luther King Jr. and Rosa Parks, challenged racial segregation and discrimination.","entity_raw","ClsC_f2cd4651","Racial Segregation and Discrimination (U.S. Civil Rights Era)","Civil Rights and Racial Justice Movements","[""Ch_000004""]","[]"
