"entity_id","entity_name","entity_description","entity_type_hint","entity_confidence","entity_resolution_context","entity_flag","class_id","class_label","class_group","chunk_ids","node_properties"
"En_5b989821","Western cultures","Cultures from Western regions where white often symbolizes purity and cleanliness.","Culture","0.94","For example, while white is associated with purity and cleanliness in Western cultures, it is often associated with mourning and death in Eastern cultures.","entity_raw","ClsC_74c4a4e1","Cultural Regions (Color Symbolism Contexts)","Color Symbolism and Cultural Interpretation","[""Ch_000004""]","[]"
"En_df2d64e1","Eastern cultures","Cultures from Eastern regions where white often signifies mourning and death.","Culture","0.94","For example, while white is associated with purity and cleanliness in Western cultures, it is often associated with mourning and death in Eastern cultures.","entity_raw","ClsC_74c4a4e1","Cultural Regions (Color Symbolism Contexts)","Color Symbolism and Cultural Interpretation","[""Ch_000004""]","[]"
"En_118e4ec8","purity","A positive quality symbolically associated with the color white in some cultures.","AbstractQuality","0.9","For example, while white is associated with purity and cleanliness in Western cultures, it is often associated with mourning and death in Eastern cultures.","entity_raw","ClsC_a717e95f","Symbolic Associations of White","Color Symbolism and Cultural Interpretation","[""Ch_000004""]","[]"
"En_eea798a0","cleanliness","A quality or state symbolically linked to the color white in Western cultures.","AbstractQuality","0.9","For example, while white is associated with purity and cleanliness in Western cultures, it is often associated with mourning and death in Eastern cultures.","entity_raw","ClsC_a717e95f","Symbolic Associations of White","Color Symbolism and Cultural Interpretation","[""Ch_000004""]","[]"
"En_0feb2d43","mourning","A state of grief symbolically associated with the color white in some Eastern cultures.","AbstractState","0.9","For example, while white is associated with purity and cleanliness in Western cultures, it is often associated with mourning and death in Eastern cultures.","entity_raw","ClsC_a717e95f","Symbolic Associations of White","Color Symbolism and Cultural Interpretation","[""Ch_000004""]","[]"
"En_72901ab6","death","An event or concept symbolically linked with the color white in Eastern cultures.","AbstractConcept","0.9","For example, while white is associated with purity and cleanliness in Western cultures, it is often associated with mourning and death in Eastern cultures.","entity_raw","ClsC_a717e95f","Symbolic Associations of White","Color Symbolism and Cultural Interpretation","[""Ch_000004""]","[]"
"En_5de67262","red","Color associated with passion, energy, excitement, and creating urgency in branding contexts.","Attribute","0.98","For example, red is often associated with passion, energy, and excitement, while blue is associated with trust, reliability, and calmness. For example, using warm colors like red and orange can create a sense of urgency and encourage impulse purchases.","entity_raw","ClsC_8ce6abcc","Brand Color Attributes","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_04ebdced","blue","Color associated with trust, reliability, calmness, and fostering a sense of trust in branding.","Attribute","0.98","For example, red is often associated with passion, energy, and excitement, while blue is associated with trust, reliability, and calmness. For example, using warm colors like red and orange can create a sense of urgency and encourage impulse purchases, while using cool colors like blue and green can create a sense of trust and reliability.","entity_raw","ClsC_8ce6abcc","Brand Color Attributes","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_7392feca","orange","Warm color used in branding to create urgency and encourage impulse purchases.","Attribute","0.96","For example, using warm colors like red and orange can create a sense of urgency and encourage impulse purchases, while using cool colors like blue and green can create a sense of trust and reliability.","entity_raw","ClsC_8ce6abcc","Brand Color Attributes","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_15e5fc11","green","Cool color used in branding to convey trust and reliability.","Attribute","0.96","For example, using warm colors like red and orange can create a sense of urgency and encourage impulse purchases, while using cool colors like blue and green can create a sense of trust and reliability.","entity_raw","ClsC_8ce6abcc","Brand Color Attributes","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_a0ebfc40","warm colors","Color group including hues like red and orange, used to create urgency and drive impulse purchases.","AttributeGroup","0.9","For example, using warm colors like red and orange can create a sense of urgency and encourage impulse purchases, while using cool colors like blue and green can create a sense of trust and reliability.","entity_raw","ClsC_6b6f7f56","Color Temperature Groups","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_c4e73e40","cool colors","Color group including hues like blue and green, used to convey trust and reliability.","AttributeGroup","0.9","For example, using warm colors like red and orange can create a sense of urgency and encourage impulse purchases, while using cool colors like blue and green can create a sense of trust and reliability.","entity_raw","ClsC_6b6f7f56","Color Temperature Groups","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"Can_52a901a5","emotions","Affective feelings or psychological states experienced by consumers that can be triggered or influenced by color in branding and marketing contexts.","PsychologicalState","0.93","Both mentions refer to the same general psychological concept of consumer feelings evoked by color in branding, with identical name and highly similar descriptions.","entity_raw","ClsC_9b59b958","Color-Evoked Emotions in Branding","Color Psychology & Consumer Response in Branding","[""Ch_000001"", ""Ch_000005""]","[]"
"En_b73813bb","passion","Emotion commonly associated with the color red in branding.","Emotion","0.9","For example, red is often associated with passion, energy, and excitement, while blue is associated with trust, reliability, and calmness.","entity_raw","ClsC_9b59b958","Color-Evoked Emotions in Branding","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_80b5efd4","energy","High-arousal emotional quality associated with the color red in branding contexts.","Emotion","0.9","For example, red is often associated with passion, energy, and excitement, while blue is associated with trust, reliability, and calmness.","entity_raw","ClsC_9b59b958","Color-Evoked Emotions in Branding","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_875bc7ff","excitement","Emotion evoked by the color red in branding and marketing.","Emotion","0.9","For example, red is often associated with passion, energy, and excitement, while blue is associated with trust, reliability, and calmness.","entity_raw","ClsC_9b59b958","Color-Evoked Emotions in Branding","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_5a7b0e25","calmness","Low-arousal emotional state associated with the color blue in branding.","Emotion","0.9","For example, red is often associated with passion, energy, and excitement, while blue is associated with trust, reliability, and calmness.","entity_raw","ClsC_9b59b958","Color-Evoked Emotions in Branding","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_34fd5414","trust","Perceived brand trait and emotion associated with blue and cool colors.","BrandPerception","0.93","For example, red is often associated with passion, energy, and excitement, while blue is associated with trust, reliability, and calmness. For example, using warm colors like red and orange can create a sense of urgency and encourage impulse purchases, while using cool colors like blue and green can create a sense of trust and reliability.","entity_raw","ClsC_038269ad","Cool Color Brand Traits","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_6e135e03","reliability","Perceived brand trait associated with blue and cool colors in branding.","BrandPerception","0.93","For example, red is often associated with passion, energy, and excitement, while blue is associated with trust, reliability, and calmness. For example, using warm colors like red and orange can create a sense of urgency and encourage impulse purchases, while using cool colors like blue and green can create a sense of trust and reliability.","entity_raw","ClsC_038269ad","Cool Color Brand Traits","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
"En_b49a03b6","sense of urgency","Psychological state of time pressure created by warm colors like red and orange.","PsychologicalState","0.92","For example, using warm colors like red and orange can create a sense of urgency and encourage impulse purchases.","entity_raw","ClsC_80308e7a","Warm Color Purchase Activation","Color Psychology & Consumer Response in Branding","[""Ch_000002""]","[]"
