"relation_id","start_id","end_id","raw_relation_name","canonical_rel_name","canonical_rel_desc","rel_cls","rel_cls_group","rel_hint_type","confidence","resolution_context","justification","remark","evidence_excerpt","chunk_id","qualifiers","rel_desc"
"RelR_3705c9cc3501","Can_0f4e7437","Can_29b82848","has_property","has_physical_property","Links a physical object or phenomenon to one of its physical properties or a set of such properties.","physical_property_relation","ATTRIBUTE","property","0.96","Treats the gravitational pull as a defining property of black holes.","The text explicitly states that black holes are characterized by their immense gravitational pull.","","These enigmatic cosmic entities, characterized by their immense gravitational pull that not even light can escape from…","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Strength: immense""
}","Black holes are characterized by having an immense gravitational pull."
"RelR_23f13c2ba078","Can_29b82848","Can_87fb5eaa","prevents_escape_of","prevents_escape_of","Indicates that the subject exerts an influence or constraint that prevents the object (or entities associated with it) from escaping a region or potential well.","escape_constraint_relation","CAUSALITY","constraint","0.97","Direction chosen from gravitational field to what it constrains (light).","The phrase explicitly links the gravitational pull with the inability of light to escape.","","…their immense gravitational pull that not even light can escape from…","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""within or near the event horizon of the black hole"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""so ... that"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The gravitational pull of a black hole is strong enough to prevent light from escaping."
"RelR_b43fdf299614","Can_0f4e7437","Can_87fb5eaa","traps","prevents_escape_of","Indicates that the subject confines the object such that it cannot escape (e.g., a gravitational field trapping light near a black hole).","escape_constraint_relation","CAUSALITY","causal","0.86","Alternative direct relation from black holes to light, abstracting over the mediating gravitational pull.","The description of black holes implies that light cannot escape from them due to their gravity.","Some semantic overlap with the pull→light relation; kept for direct object–effect representation.","…their immense gravitational pull that not even light can escape from…","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""inside or near the black hole’s event horizon"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""due to immense gravitational pull"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","Black holes trap light, preventing it from escaping once sufficiently close."
"RelR_9fb2350ba068","Can_0f4e7437","Can_609e997f","has_aspect","has_aspect","Indicates that the subject topic includes the object as one of its aspects, dimensions, or subtopics of discussion.","topic_aspect_relation","PART_WHOLE","topic-aspect","0.93","‘Formation of black holes’ is modeled as an aspect or component topic of black holes.","The essay plans to explore black holes, including their formation.","","…we will explore the fascinating world of black holes, their formation, properties…","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""DescriptiveScope: listed as one of several key aspects""
}","The formation of black holes is one of the key aspects discussed about black holes."
"RelR_f3a21a2463ab","Can_0f4e7437","Can_88546afc","has_property_set","has_physical_property","Links a physical object or phenomenon to one of its physical properties or a set of such properties.","physical_property_relation","ATTRIBUTE","property","0.9","Treats 'properties of black holes' as the collective attribute set of black holes.","The essay promises to explore the properties of black holes.","","…we will explore the fascinating world of black holes, their formation, properties…","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""DescriptiveScope: part of the topics to be explored""
}","Black holes have a set of characteristic physical properties that are being discussed."
"RelR_0e921b17b1b3","Can_609e997f","Can_0f4e7437","results_in","results_in","The subject process or phenomenon leads to the existence or occurrence of the object entity or phenomenon.","physical_causation_relation","CAUSALITY","causal","0.8","Modeled as a process (formation) that yields black holes as outcomes.","By definition, the formation of black holes is the process through which black holes come into existence; the essay identifies this as an aspect of black holes.","Relation added to capture that the ‘formation’ concept is inherently about producing black holes, even though not spelled out causally.","…the processes through which black holes originate and come into existence in the universe.","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""in the universe (cosmic context)"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": ""formation … of black holes"",
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The formation processes lead to the existence of black holes."
"RelR_fbce12fe1da6","Can_88546afc","Can_0f4e7437","characterizes","describes","Subject provides a description, account, or characterization of the object (typically an entity, process, or phenomenon).","representation_relation","REPRESENTATION","descriptive","0.84","Direction chosen from the property set to the entity it describes.","‘Properties of black holes’ is clearly defined as the characteristic attributes that define black holes.","","…the characteristic physical attributes and behaviors that define black holes…","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": null,
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""Includes: formation-related features and observable effects""
}","The properties of black holes characterize what black holes are like."
"RelR_9e9f3f7ffe63","Can_a624c447","Can_0f4e7437","concerns","is_about","Indicates that the subject (e.g., question, mystery, study, document, or concept) is about, concerns, or focuses on the object topic or phenomenon.","topical_aboutness_relation","ABOUTNESS","aboutness","0.92","The 'mysteries' entity is conceptually defined with black holes as its subject.","Defined as unresolved questions and unknown aspects surrounding black holes.","","Unresolved questions and unknown aspects surrounding black holes…","Ch_000001","{
 ""TemporalQualifier"": null,
 ""SpatialQualifier"": ""in the context of astrophysics and cosmology"",
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""Unresolved; open scientific problems"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": null
}","The mysteries of black holes are unresolved questions specifically about black holes."
"RelR_367bbf773213","Can_a624c447","Can_609e997f","concerns","is_about","Indicates that the subject (e.g., question, mystery, study, document, or concept) is about, concerns, or focuses on the object topic or phenomenon.","topical_aboutness_relation","ABOUTNESS","aboutness","0.8","Mysteries are said to include questions about formation, so linked as concern-target.","The mysteries are described as including open problems about black hole formation.","","…including currently open scientific problems about their formation, properties, and behavior.","Ch_000001","{
 ""TemporalQualifier"": ""ongoing"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""currently open scientific problems"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ProblemType: formation-related mysteries""
}","Some of the mysteries of black holes are specifically about how they form."
"RelR_e89df28eee2a","Can_a624c447","Can_88546afc","concerns","is_about","Indicates that the subject (e.g., question, mystery, study, document, or concept) is about, concerns, or focuses on the object topic or phenomenon.","topical_aboutness_relation","ABOUTNESS","aboutness","0.8","Properties are explicitly listed among the aspects about which mysteries exist.","Mysteries include open problems about the properties of black holes.","","…including currently open scientific problems about their formation, properties, and behavior.","Ch_000001","{
 ""TemporalQualifier"": ""ongoing"",
 ""SpatialQualifier"": null,
 ""OperationalConstraint"": null,
 ""ConditionExpression"": null,
 ""UncertaintyQualifier"": ""currently open scientific questions"",
 ""CausalHint"": null,
 ""LogicalMarker"": null,
 ""OtherQualifier"": ""ProblemType: property-related mysteries""
}","The mysteries of black holes also relate to their physical properties."
